#ϣⲁⲉⲛⲉϩ	ADV	ϣⲁⲉⲛⲉϩ
#ϯⲧⲟⲟⲧ	V	ϯⲧⲟⲟⲧ
#ϯⲧⲟⲟⲧⲟⲩ	V	ϯⲧⲟⲟⲧ
#ⲕⲁⲁⲧ	VSTAT	ⲕⲁⲁⲧ
#ⲕⲉⲟⲩⲁ	N	ⲕⲉⲟⲩⲁ
#ⲙⲁⲙⲡⲱⲧ	N	ⲙⲁⲙⲡⲱⲧ
#ⲙⲁⲛϣⲉⲗⲉⲉⲧ	N	ⲙⲁⲛϣⲉⲗⲉⲉⲧ
#ⲙⲁⲛϣⲓⲛⲉ	N	ⲙⲁⲛϣⲓⲛⲉ
#ⲙⲁⲛϣⲱⲡⲉ	N	ⲙⲁⲛϣⲱⲡⲉ
#ⲙⲁⲛϩⲁⲣⲉϩ	N	ⲙⲁⲛϩⲁⲣⲉϩ
#ⲙⲁⲛϩⲱⲧⲡ	N	ⲙⲁⲛϩⲱⲧⲡ
#ⲙⲁⲛϫⲁⲓⲉ	N	ⲙⲁⲛϫⲁⲓⲉ
#ⲙⲁⲛⲉⲗⲟⲟⲗⲉ	N	ⲙⲁⲛⲉⲗⲟⲟⲗⲉ
#ⲙⲁⲛⲕⲟⲧⲕ	N	ⲙⲁⲛⲕⲟⲧⲕ
#ⲙⲁⲛⲙⲧⲟⲛ	N	ⲙⲁⲛⲙⲧⲟⲛ
#ⲙⲁⲛⲛⲁ	N	ⲙⲁⲛⲛⲁ
#ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ	N	ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ
#ⲙⲁⲛⲟⲩⲱϩ	N	ⲙⲁⲛⲟⲩⲱϩ
#ⲙⲁⲛⲟⲩⲱⲙ	N	ⲙⲁⲛⲟⲩⲱⲙ
#ⲣϩⲛⲁ	V	ⲣϩⲛⲁ
#ⲣϩⲛⲏ	V	ⲣϩⲛⲏ
ⲙⲛⲧⲁⲧⲥⲃⲱ	N	ⲙⲛⲧⲁⲧⲥⲃⲱ
ⲙⲛⲧⲁⲧⲥⲉⲓ	N	ⲙⲛⲧⲁⲧⲥⲉⲓ
ⲙⲛⲧⲁⲧⲥⲓ	N	ⲙⲛⲧⲁⲧⲥⲓ
ⲙⲛⲧⲁⲧⲥⲟⲟⲩⲛ	N	ⲙⲛⲧⲁⲧⲥⲟⲟⲩⲛ
ⲙⲛⲧⲁⲧⲥⲣϥⲉ	N	ⲙⲛⲧⲁⲧⲥⲣϥⲉ
ⲙⲛⲧⲁⲧⲥⲣⲟϥⲣϥ	N	ⲙⲛⲧⲁⲧⲥⲣⲟϥⲣⲉϥ
ⲙⲛⲧⲁⲧⲥⲣⲟϥⲣⲉϥ	N	ⲙⲛⲧⲁⲧⲥⲣⲟϥⲣⲉϥ
ⲙⲛⲧⲁⲧⲥⲱⲧⲙ	N	ⲙⲛⲧⲁⲧⲥⲱⲧⲙ
ⲙⲛⲧⲁⲧⲧⲁϩⲟ	N	ⲙⲛⲧⲁⲧⲧⲁϩⲟ
ⲙⲛⲧⲁⲧⲧⲁⲕⲟ	N	ⲙⲛⲧⲁⲧⲧⲁⲕⲟ
ⲙⲛⲧⲁⲧⲧⲱϣ	N	ⲙⲛⲧⲁⲧⲧⲱϣ
ⲙⲛⲧⲁⲧⲫⲑⲟⲛⲟⲥ	N	ⲙⲛⲧⲁⲧⲫⲑⲟⲛⲟⲥ
ⲙⲛⲧⲁⲧⲱⲡ	N	ⲙⲛⲧⲁⲧⲱⲡ
ⲙⲛⲧⲁⲩⲑⲁⲇⲏⲥ	N	ⲙⲛⲧⲁⲩⲑⲁⲇⲏⲥ
ⲙⲛⲧⲁⲩⲑⲉⲛⲧⲏⲥ	N	ⲙⲛⲧⲁⲩⲑⲉⲛⲧⲏⲥ
ⲙⲛⲧⲁⲩⲥⲧⲏⲣⲟⲥ	N	ⲙⲛⲧⲁⲩⲥⲧⲏⲣⲟⲥ
ⲙⲛⲧⲃⲁⲃⲉ	N	ⲙⲛⲧⲃⲁⲃⲉ
ⲙⲛⲧⲃⲁⲃⲉⲣⲱⲙⲉ	N	ⲙⲛⲧⲃⲁⲃⲉⲣⲱⲙⲉ
ⲙⲛⲧⲃⲁⲗϩⲏⲧ	N	ⲙⲛⲧⲃⲁⲗϩⲏⲧ
ⲙⲛⲧⲃⲉⲥⲛⲏⲧ	N	ⲙⲛⲧⲃⲉⲥⲛⲏⲧ
ⲙⲛⲧⲃⲗⲗⲉ	N	ⲙⲛⲧⲃⲗⲗⲉ
ⲙⲛⲧⲃⲣⲣⲉ	N	ⲙⲛⲧⲃⲣⲣⲉ
ⲙⲛⲧⲅⲉⲛⲛⲉⲟⲥ	N	ⲙⲛⲧⲅⲉⲛⲛⲉⲟⲥ
ⲙⲛⲧⲇⲓⲁⲃⲟⲗⲟⲥ	N	ⲙⲛⲧⲇⲓⲁⲃⲟⲗⲟⲥ
ⲙⲛⲧⲇⲓⲕⲁⲓⲟⲥ	N	ⲙⲛⲧⲇⲓⲕⲁⲓⲟⲥ
ⲙⲛⲧⲉ	EXIST	ⲙⲛⲧⲉ
ⲙⲛⲧⲉϣⲱⲧ	N	ⲙⲛⲧⲉϣⲱⲧ
ⲙⲛⲧⲉϣⲱⲱⲧ	N	ⲙⲛⲧⲉϣⲱⲱⲧ
ⲙⲛⲧⲉⲃⲓⲏⲛ	N	ⲙⲛⲧⲉⲃⲓⲏⲛ
ⲙⲛⲧⲉⲓⲉⲣⲃⲟⲟⲛⲉ	N	ⲙⲛⲧⲉⲓⲉⲣⲃⲟⲟⲛⲉ
ⲙⲛⲧⲉⲓⲱⲧ	N	ⲙⲛⲧⲉⲓⲱⲧ
ⲙⲛⲧⲉⲕⲗⲉⲕⲧⲟⲥ	N	ⲙⲛⲧⲉⲕⲗⲉⲕⲧⲟⲥ
ⲙⲛⲧⲉⲗⲁⲭⲓⲥⲧⲟⲥ	N	ⲙⲛⲧⲉⲗⲁⲭⲓⲥⲧⲟⲥ
ⲙⲛⲧⲉⲗⲉⲩⲑⲉⲣⲟⲥ	N	ⲙⲛⲧⲉⲗⲉⲩⲑⲉⲣⲟⲥ
ⲙⲛⲧⲉⲡⲓⲉⲓⲕⲏⲥ	N	ⲙⲛⲧⲉⲡⲓⲉⲓⲕⲏⲥ
ⲙⲛⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ	N	ⲙⲛⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲙⲛⲧⲉⲡⲣⲁ	N	ⲙⲛⲧⲉⲡⲣⲁ
ⲙⲛⲧⲉⲣⲟ	N	ⲙⲛⲧⲉⲣⲟ
ⲙⲛⲧⲉⲣⲱⲟⲩ	N	ⲙⲛⲧⲉⲣⲟ
ⲙⲛⲧⲉⲥⲭⲣⲟⲥ	N	ⲙⲛⲧⲉⲥⲭⲣⲟⲥ
ⲙⲛⲧⲉⲩⲅⲉⲛⲏⲥ	N	ⲙⲛⲧⲉⲩⲅⲉⲛⲏⲥ
ⲙⲛⲧⲉⲩⲥⲉⲃⲏⲥ	N	ⲙⲛⲧⲉⲩⲥⲉⲃⲏⲥ
ⲙⲛⲧⲉⲩⲧⲁⲕⲧⲟⲥ	N	ⲙⲛⲧⲉⲩⲧⲁⲕⲧⲟⲥ
ⲙⲛⲧⲉⲩⲧⲉⲗⲏⲥ	N	ⲙⲛⲧⲉⲩⲧⲉⲗⲏⲥ
ⲙⲛⲧⲏ	EXIST	ⲙⲛⲧⲉ
ⲙⲛⲧⲏ	N	ⲙⲛⲧⲉ
ⲙⲛⲧⲏ	NUM	ⲙⲛⲧⲏ
ⲙⲛⲧⲏⲡⲉ	N	ⲙⲛⲧⲏⲡⲉ
ⲙⲛⲧⲓⲱⲧ	N	ⲙⲛⲧⲓⲱⲧ
ⲙⲛⲧⲕⲁⲑⲁⲣⲟⲥ	N	ⲙⲛⲧⲕⲁⲑⲁⲣⲟⲥ
ⲙⲛⲧⲕⲁⲕⲟⲩⲣⲅⲟⲥ	N	ⲙⲛⲧⲕⲁⲕⲟⲩⲣⲅⲟⲥ
ⲙⲛⲧⲕⲁⲧⲁⲣⲱⲙⲉ	N	ⲙⲛⲧⲕⲁⲧⲁⲣⲱⲙⲉ
ⲙⲛⲧⲕⲗⲏⲣⲓⲕⲟⲥ	N	ⲙⲛⲧⲕⲗⲏⲣⲓⲕⲟⲥ
ⲙⲛⲧⲕⲟⲓⲛⲱⲛⲟⲥ	N	ⲙⲛⲧⲕⲟⲓⲛⲱⲛⲟⲥ
ⲙⲛⲧⲕⲟⲥⲙⲓⲕⲟⲛ	N	ⲙⲛⲧⲕⲟⲥⲙⲓⲕⲟⲛ
ⲙⲛⲧⲕⲟⲩⲉⲓ	N	ⲙⲛⲧⲕⲟⲩⲉⲓ
ⲙⲛⲧⲕⲟⲩⲓ	N	ⲙⲛⲧⲕⲟⲩⲓ
ⲙⲛⲧⲕⲣⲟϥ	N	ⲙⲛⲧⲕⲣⲟϥ
ⲙⲛⲧⲕⲱⲥⲙⲓⲕⲟⲛ	N	ⲙⲛⲧⲕⲱⲥⲙⲓⲕⲟⲛ
ⲙⲛⲧⲗⲁ	N	ⲙⲛⲧⲗⲁ
ⲙⲛⲧⲗⲁⲁⲩ	N	ⲙⲛⲧⲗⲁⲁⲩ
ⲙⲛⲧⲗⲁⲁⲩⲉ	N	ⲙⲛⲧⲗⲁⲁⲩ
ⲙⲛⲧⲗⲁⲃϩⲏ	N	ⲙⲛⲧⲗⲁⲃϩⲏ
ⲙⲛⲧⲗⲁⲃⲙⲁϩⲧ	N	ⲙⲛⲧⲗⲁⲃⲙⲁϩⲧ
ⲙⲛⲧⲗⲁⲙⲡⲣⲟⲥ	N	ⲙⲛⲧⲗⲁⲙⲡⲣⲟⲥ
ⲙⲛⲧⲗⲁⲟⲩⲉ	N	ⲙⲛⲧⲗⲁⲁⲩ
ⲙⲛⲧⲗⲁⲩⲉ	N	ⲙⲛⲧⲗⲁⲁⲩ
ⲙⲛⲧⲗⲏⲥⲧⲏⲥ	N	ⲙⲛⲧⲗⲏⲥⲧⲏⲥ
ⲙⲛⲧⲗⲟϭ	N	ⲙⲛⲧⲗⲟϭ
ⲙⲛⲧⲙⲁⲅⲟⲥ	N	ⲙⲛⲧⲙⲁⲅⲟⲥ
ⲙⲛⲧⲙⲁⲓ	N	ⲙⲛⲧⲙⲁⲓ
ⲙⲛⲧⲙⲁⲓϣⲏⲣⲉ	N	ⲙⲛⲧⲙⲁⲓϣⲏⲣⲉ
ⲙⲛⲧⲙⲁⲓϣⲙⲙⲟ	N	ⲙⲛⲧⲙⲁⲓϣⲙⲙⲟ
ⲙⲛⲧⲙⲁⲓϩⲟⲙⲛⲧ	N	ⲙⲛⲧⲙⲁⲓϩⲟⲙⲛⲧ
ⲙⲛⲧⲙⲁⲓⲕⲟⲥⲙⲉⲓ	N	ⲙⲛⲧⲙⲁⲓⲕⲟⲥⲙⲉⲓ
ⲙⲛⲧⲙⲁⲓⲛⲟⲩⲧⲉ	N	ⲙⲛⲧⲙⲁⲓⲛⲟⲩⲧⲉ
ⲙⲛⲧⲙⲁⲓⲣⲱⲙⲉ	N	ⲙⲛⲧⲙⲁⲓⲣⲱⲙⲉ
ⲙⲛⲧⲙⲁⲓⲥⲟⲛ	N	ⲙⲛⲧⲙⲁⲓⲥⲟⲛ
ⲙⲛⲧⲙⲁⲓⲧⲟ	N	ⲙⲛⲧⲙⲁⲓⲧⲟ
ⲙⲛⲧⲙⲁⲓⲧⲟⲛϩⲟⲩⲟ	N	ⲙⲛⲧⲙⲁⲓⲧⲟⲛϩⲟⲩⲟ
ⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ	N	ⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ
ⲙⲛⲧⲙⲁⲕⲁⲣⲓⲟⲥ	N	ⲙⲛⲧⲙⲁⲕⲁⲣⲓⲟⲥ
ⲙⲛⲧⲙⲁⲣⲧⲩⲣⲟⲥ	N	ⲙⲛⲧⲙⲁⲣⲧⲩⲣⲟⲥ
ⲙⲛⲧⲙⲁⲧⲟⲓ	N	ⲙⲛⲧⲙⲁⲧⲟⲓ
ⲙⲛⲧⲙⲉ	N	ⲙⲛⲧⲙⲉ
ⲙⲛⲧⲙⲉⲧⲣⲓⲟⲥ	N	ⲙⲛⲧⲙⲉⲧⲣⲓⲟⲥ
ⲙⲛⲧⲙⲛⲧⲣⲉ	N	ⲙⲛⲧⲙⲛⲧⲣⲉ
ⲙⲛⲧⲙⲟⲛⲁⲭⲟⲥ	N	ⲙⲛⲧⲙⲟⲛⲁⲭⲟⲥ
ⲙⲛⲧⲙⲟⲛⲟⲭⲟⲥ	N	ⲙⲛⲧⲙⲟⲛⲟⲭⲟⲥ
ⲙⲛⲧⲙⲡⲟ	N	ⲙⲛⲧⲙⲡⲟ
ⲙⲛⲧⲛⲁ	N	ⲙⲛⲧⲛⲁ
ⲙⲛⲧⲛⲁϣⲧϩⲏⲧ	N	ⲙⲛⲧⲛⲁϣⲧϩⲏⲧ
ⲙⲛⲧⲛⲁϣⲧⲙⲁⲕϩ	N	ⲙⲛⲧⲛⲁϣⲧⲙⲁⲕϩ
ⲙⲛⲧⲛⲁϣⲧⲙⲙⲉ	N	ⲙⲛⲧⲛⲁϣⲧⲙⲙⲉ
ⲙⲛⲧⲛⲁⲏⲧ	N	ⲙⲛⲧⲛⲁⲏⲧ
ⲙⲛⲧⲛⲁⲓⲁⲧ	N	ⲙⲛⲧⲛⲁⲓⲁⲧ
ⲙⲛⲧⲛⲉⲉϥ	N	ⲙⲛⲧⲛⲉⲉϥ
ⲙⲛⲧⲛⲟϭ	N	ⲙⲛⲧⲛⲟϭ
ⲙⲛⲧⲛⲟⲉⲓⲕ	N	ⲙⲛⲧⲛⲟⲉⲓⲕ
ⲙⲛⲧⲛⲟⲩϫ	N	ⲙⲛⲧⲛⲟⲩϫ
ⲙⲛⲧⲛⲟⲩⲧⲉ	N	ⲙⲛⲧⲛⲟⲩⲧⲉ
ⲙⲛⲧⲛⲟⲩⲧⲙ	N	ⲙⲛⲧⲛⲟⲩⲧⲙ
ⲙⲛⲧⲟⲓⲅⲉ	CONJ	ⲙⲛⲧⲟⲓⲅⲉ
ⲙⲛⲧⲟⲥⲉ	N	ⲙⲛⲧⲟⲥⲉ
ⲙⲛⲧⲟⲩⲁ	N	ⲙⲛⲧⲟⲩⲁ
ⲙⲛⲧⲟⲩⲁϩⲓϩⲏⲧ	N	ⲙⲛⲧⲟⲩⲁϩⲓϩⲏⲧ
ⲙⲛⲧⲟⲩⲁⲁⲃ	N	ⲙⲛⲧⲟⲩⲁⲁⲃ
ⲙⲛⲧⲟⲩⲉ	N	ⲙⲛⲧⲟⲩⲉ
ⲙⲛⲧⲟⲩⲉⲉⲓⲉⲛⲓⲛ	N	ⲙⲛⲧⲟⲩⲉⲉⲓⲉⲛⲓⲛ
ⲙⲛⲧⲟⲩⲉⲓⲉⲛⲓⲛ	N	ⲙⲛⲧⲟⲩⲉⲓⲉⲛⲓⲛ
ⲙⲛⲧⲟⲩⲏⲏⲃ	N	ⲙⲛⲧⲟⲩⲏⲏⲃ
ⲙⲛⲧⲟⲩⲟⲉⲓⲉ	N	ⲙⲛⲧⲟⲩⲟⲉⲓⲉ
ⲙⲛⲧⲟⲩⲥ	N	ⲙⲛⲧⲟⲩⲥ
ⲙⲛⲧⲟⲩⲥⲏ	N	ⲙⲛⲧⲟⲩⲥⲏ
ⲙⲛⲧⲟⲩⲥⲓⲁ	N	ⲙⲛⲧⲟⲩⲥⲓⲁ
ⲙⲛⲧⲟⲩⲱϩⲉ	N	ⲙⲛⲧⲟⲩⲱϩⲉ
ⲙⲛⲧⲟⲩⲱⲙ	N	ⲙⲛⲧⲟⲩⲱⲙ
ⲙⲛⲧⲡⲁⲛⲟⲩⲣⲅⲟⲥ	N	ⲙⲛⲧⲡⲁⲛⲟⲩⲣⲅⲟⲥ
ⲙⲛⲧⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ	N	ⲙⲛⲧⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ
ⲙⲛⲧⲡⲁⲣⲁ[ⲫⲣⲱⲛ]	N	ⲙⲛⲧⲡⲁⲣⲁ[ⲫⲣⲱⲛ]
ⲙⲛⲧⲡⲁⲣⲁⲃⲁⲧⲏⲥ	N	ⲙⲛⲧⲡⲁⲣⲁⲃⲁⲧⲏⲥ
ⲙⲛⲧⲡⲁⲣⲁⲛⲟⲙⲟⲥ	N	ⲙⲛⲧⲡⲁⲣⲁⲛⲟⲙⲟⲥ
ⲙⲛⲧⲡⲁⲣⲑⲉⲛⲟⲥ	N	ⲙⲛⲧⲡⲁⲣⲑⲉⲛⲟⲥ
ⲙⲛⲧⲡⲉⲣⲓⲉⲣⲅⲟⲥ	N	ⲙⲛⲧⲡⲉⲣⲓⲉⲣⲅⲟⲥ
ⲙⲛⲧⲡⲉⲣⲓⲟⲩⲣⲅⲟⲥ	N	ⲙⲛⲧⲡⲉⲣⲓⲟⲩⲣⲅⲟⲥ
ⲙⲛⲧⲡⲉⲧϣⲟⲩⲉⲓⲧ	N	ⲙⲛⲧⲡⲉⲧϣⲟⲩⲉⲓⲧ
ⲙⲛⲧⲡⲉⲧⲟⲩⲁⲁⲃ	N	ⲙⲛⲧⲡⲉⲧⲟⲩⲁⲁⲃ
ⲙⲛⲧⲡⲟⲛⲏⲣⲟⲥ	N	ⲙⲛⲧⲡⲟⲛⲏⲣⲟⲥ
ⲙⲛⲧⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	N	ⲙⲛⲧⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ
ⲙⲛⲧⲡⲣⲟⲇⲟⲧⲏⲥ	N	ⲙⲛⲧⲡⲣⲟⲇⲟⲧⲏⲥ
ⲙⲛⲧⲡⲣⲟⲡⲉⲧⲏⲥ	N	ⲙⲛⲧⲡⲣⲟⲡⲉⲧⲏⲥ
ⲙⲛⲧⲡⲣⲟⲫⲏⲧⲏⲥ	N	ⲙⲛⲧⲡⲣⲟⲫⲏⲧⲏⲥ
ⲙⲛⲧⲣⲉ	N	ⲙⲛⲧⲣⲉ
ⲙⲛⲧⲣⲉϥϣⲉⲙϣⲉⲛⲟⲩⲧⲉ	N	ⲙⲛⲧⲣⲉϥϣⲉⲙϣⲉⲛⲟⲩⲧⲉ
ⲙⲛⲧⲣⲉϥϣⲉⲡⲧⲱⲣⲉ	N	ⲙⲛⲧⲣⲉϥϣⲉⲡⲧⲱⲣⲉ
ⲙⲛⲧⲣⲉϥϣⲓⲡⲉ	N	ⲙⲛⲧⲣⲉϥϣⲓⲡⲉ
ⲙⲛⲧⲣⲉϥϣⲙϣⲉ	N	ⲙⲛⲧⲣⲉϥϣⲙϣⲉ
ⲙⲛⲧⲣⲉϥϣⲙϣⲉⲉⲓⲇⲱⲗⲟⲛ	N	ⲙⲛⲧⲣⲉϥϣⲙϣⲉⲉⲓⲇⲱⲗⲟⲛ
ⲙⲛⲧⲣⲉϥϣⲙϣⲉⲛⲟⲩⲧⲉ	N	ⲙⲛⲧⲣⲉϥϣⲙϣⲉⲛⲟⲩⲧⲉ
ⲙⲛⲧⲣⲉϥϣⲟⲟⲣ	N	ⲙⲛⲧⲣⲉϥϣⲟⲟⲣ
ⲙⲛⲧⲣⲉϥϣⲡϩⲓⲥⲉ	N	ⲙⲛⲧⲣⲉϥϣⲡϩⲓⲥⲉ
ⲙⲛⲧⲣⲉϥϣⲡϩⲙⲟⲧ	N	ⲙⲛⲧⲣⲉϥϣⲡϩⲙⲟⲧ
ⲙⲛⲧⲣⲉϥϣⲡⲧⲱⲣⲉ	N	ⲙⲛⲧⲣⲉϥϣⲉⲡⲧⲱⲣⲉ
ⲙⲛⲧⲣⲉϥϥⲓ	N	ⲙⲛⲧⲣⲉϥϥⲓ
ⲙⲛⲧⲣⲉϥϩⲉⲧⲃⲣⲱⲙⲉ	N	ⲙⲛⲧⲣⲉϥϩⲉⲧⲃⲣⲱⲙⲉ
ⲙⲛⲧⲣⲉϥϩⲉⲧⲃⲯⲩⲭⲏ	N	ⲙⲛⲧⲣⲉϥϩⲉⲧⲃⲯⲩⲭⲏ
ⲙⲛⲧⲣⲉϥϩⲓⲗⲁ	N	ⲙⲛⲧⲣⲉϥϩⲓⲗⲁ
ⲙⲛⲧⲣⲉϥϩⲱⲧⲃ	N	ⲙⲛⲧⲣⲉϥϩⲱⲧⲃ
ⲙⲛⲧⲣⲉϥϫⲁⲩⲙⲟⲉⲓⲧ	N	ⲙⲛⲧⲣⲉϥϫⲁⲩⲙⲟⲉⲓⲧ
ⲙⲛⲧⲣⲉϥϫⲓ	N	ⲙⲛⲧⲣⲉϥϫⲓ
ⲙⲛⲧⲣⲉϥϫⲓϩⲟ	N	ⲙⲛⲧⲣⲉϥϫⲓϩⲟ
ⲙⲛⲧⲣⲉϥϫⲓⲙⲁⲉⲓⲛ	N	ⲙⲛⲧⲣⲉϥϫⲓⲙⲁⲉⲓⲛ
ⲙⲛⲧⲣⲉϥϫⲓⲙⲏⲥⲉ	N	ⲙⲛⲧⲣⲉϥϫⲓⲙⲏⲥⲉ
ⲙⲛⲧⲣⲉϥϫⲓⲛϭⲟⲛⲥ	N	ⲙⲛⲧⲣⲉϥϫⲓⲛϭⲟⲛⲥ
ⲙⲛⲧⲣⲉϥϫⲓⲟⲩⲁ	N	ⲙⲛⲧⲣⲉϥϫⲓⲟⲩⲁ
ⲙⲛⲧⲣⲉϥϫⲓⲟⲩⲉ	N	ⲙⲛⲧⲣⲉϥϫⲓⲟⲩⲉ
ⲙⲛⲧⲣⲉϥϫⲛⲁⲁⲩ	N	ⲙⲛⲧⲣⲉϥϫⲛⲁⲁⲩ
ⲙⲛⲧⲣⲉϥϫⲛⲁⲁⲩ	N	ⲙⲛⲧⲣⲉϥϫⲛⲁⲁⲩ
ⲙⲛⲧⲣⲉϥϫⲛⲁⲩ	N	ⲙⲛⲧⲣⲉϥϫⲛⲁⲁⲩ
ⲙⲛⲧⲣⲉϥϫⲱϩⲙ	N	ⲙⲛⲧⲣⲉϥϫⲱϩⲙ
ⲙⲛⲧⲣⲉϥϭⲉⲡⲏ	N	ⲙⲛⲧⲣⲉϥϭⲉⲡⲏ
ⲙⲛⲧⲣⲉϥϭⲛ	N	ⲙⲛⲧⲣⲉϥϭⲛ
ⲙⲛⲧⲣⲉϥϭⲛⲁⲣⲓⲕⲉ	N	ⲙⲛⲧⲣⲉϥϭⲛⲁⲣⲓⲕⲉ
ⲙⲛⲧⲣⲉϥϯ	N	ⲙⲛⲧⲣⲉϥϯ
ⲙⲛⲧⲣⲉϥϯϭⲱⲛⲧ	N	ⲙⲛⲧⲣⲉϥϯϭⲱⲛⲧ
ⲙⲛⲧⲣⲉϥϯⲉⲟⲟⲩ	N	ⲙⲛⲧⲣⲉϥϯⲉⲟⲟⲩ
ⲙⲛⲧⲣⲉϥϯⲛⲟⲩϭⲥ	N	ⲙⲛⲧⲣⲉϥϯⲛⲟⲩϭⲥ
ⲙⲛⲧⲣⲉϥϯⲥⲃⲱ	N	ⲙⲛⲧⲣⲉϥϯⲥⲃⲱ
ⲙⲛⲧⲣⲉϥϯⲥⲟ	N	ⲙⲛⲧⲣⲉϥϯⲥⲟ
ⲙⲛⲧⲣⲉϥϯⲧⲁⲗϭⲟ	N	ⲙⲛⲧⲣⲉϥϯⲧⲁⲗϭⲟ
ⲙⲛⲧⲣⲉϥϯⲧⲱⲛ	N	ⲙⲛⲧⲣⲉϥϯⲧⲱⲛ
ⲙⲛⲧⲣⲉϥⲁⲣⲉⲥⲕⲉ	N	ⲙⲛⲧⲣⲉϥⲁⲣⲉⲥⲕⲉ
ⲙⲛⲧⲣⲉϥⲇⲓⲁⲕⲟⲛⲉⲓ	N	ⲙⲛⲧⲣⲉϥⲇⲓⲁⲕⲟⲛⲉⲓ
ⲙⲛⲧⲣⲉϥⲉⲓⲉⲣⲃⲟⲟⲛⲉ	N	ⲙⲛⲧⲣⲉϥⲉⲓⲉⲣⲃⲟⲟⲛⲉ
ⲙⲛⲧⲣⲉϥⲉⲓⲛⲉ	N	ⲙⲛⲧⲣⲉϥⲉⲓⲛⲉ
ⲙⲛⲧⲣⲉϥⲕⲁⲟⲩⲛⲟⲩ	N	ⲙⲛⲧⲣⲉϥⲕⲁⲟⲩⲛⲟⲩ
ⲙⲛⲧⲣⲉϥⲕⲱⲙϣ	N	ⲙⲛⲧⲣⲉϥⲕⲱⲙϣ
ⲙⲛⲧⲣⲉϥⲕⲱⲣϣ	N	ⲙⲛⲧⲣⲉϥⲕⲱⲣϣ
ⲙⲛⲧⲣⲉϥⲙⲓⲥⲉ	N	ⲙⲛⲧⲣⲉϥⲙⲓⲥⲉ
ⲙⲛⲧⲣⲉϥⲙⲟⲟⲛⲉ	N	ⲙⲛⲧⲣⲉϥⲙⲟⲟⲛⲉ
ⲙⲛⲧⲣⲉϥⲙⲟⲩⲧⲉ	N	ⲙⲛⲧⲣⲉϥⲙⲟⲩⲧⲉ
ⲙⲛⲧⲣⲉϥⲟⲩⲱϩⲉ	N	ⲙⲛⲧⲣⲉϥⲟⲩⲱϩⲉ
ⲙⲛⲧⲣⲉϥⲟⲩⲱϩⲙ	N	ⲙⲛⲧⲣⲉϥⲟⲩⲱϩⲙ
ⲙⲛⲧⲣⲉϥⲟⲩⲱⲙ	N	ⲙⲛⲧⲣⲉϥⲟⲩⲱⲙ
ⲙⲛⲧⲣⲉϥⲡⲱⲱⲛⲉ	N	ⲙⲛⲧⲣⲉϥⲡⲱⲱⲛⲉ
ⲙⲛⲧⲣⲉϥⲣϣⲁ	N	ⲙⲛⲧⲣⲉϥⲣϣⲁ
ⲙⲛⲧⲣⲉϥⲣϩⲁⲗ	N	ⲙⲛⲧⲣⲉϥⲣϩⲁⲗ
ⲙⲛⲧⲣⲉϥⲣϩⲓⲕ	N	ⲙⲛⲧⲣⲉϥⲣϩⲓⲕ
ⲙⲛⲧⲣⲉϥⲣϩⲟⲧⲉ	N	ⲙⲛⲧⲣⲉϥⲣϩⲟⲧⲉ
ⲙⲛⲧⲣⲉϥⲣⲃⲟⲟⲛⲉ	N	ⲙⲛⲧⲣⲉϥⲣⲃⲟⲟⲛⲉ
ⲙⲛⲧⲣⲉϥⲣⲉⲓⲟⲡⲉ	N	ⲙⲛⲧⲣⲉϥⲣⲉⲓⲟⲡⲉ
ⲙⲛⲧⲣⲉϥⲣⲓⲕⲉ	N	ⲙⲛⲧⲣⲉϥⲣⲓⲕⲉ
ⲙⲛⲧⲣⲉϥⲣⲛⲟⲃⲉ	N	ⲙⲛⲧⲣⲉϥⲣⲛⲟⲃⲉ
ⲙⲛⲧⲣⲉϥⲣⲡⲁϩⲣⲉ	N	ⲙⲛⲧⲣⲉϥⲣⲡⲁϩⲣⲉ
ⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ	N	ⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ
ⲙⲛⲧⲣⲉϥⲣⲡⲱⲃϣ	N	ⲙⲛⲧⲣⲉϥⲣⲡⲱⲃϣ
ⲙⲛⲧⲣⲉϥⲣⲥⲛⲁⲩ	N	ⲙⲛⲧⲣⲉϥⲣⲥⲛⲁⲩ
ⲙⲛⲧⲣⲉϥⲥⲁⲁⲛϣ	N	ⲙⲛⲧⲣⲉϥⲥⲁⲁⲛϣ
ⲙⲛⲧⲣⲉϥⲥⲟⲩⲉⲛ	N	ⲙⲛⲧⲣⲉϥⲥⲟⲩⲉⲛ
