.	PUNCT	.
ⲗⲟⲃⲓ	VSTAT	ⲗⲓⲃⲓ
ⲗⲟⲃⲗⲉⲃ	V	ⲗⲟⲃⲗⲉⲃ
ⲗⲟⲅⲓⲍⲉ	V	ⲗⲟⲅⲓⲍⲉ
ⲗⲟⲅⲓⲕⲏ	N	ⲗⲟⲅⲓⲕⲏ
ⲗⲟⲅⲓⲕⲟⲛ	N	ⲗⲟⲅⲓⲕⲟⲛ
ⲗⲟⲅⲓⲕⲟⲥ	N	ⲗⲟⲅⲓⲕⲟⲥ
ⲗⲟⲅⲓⲥⲙⲟⲥ	N	ⲗⲟⲅⲓⲥⲙⲟⲥ
ⲗⲟⲅⲟⲅⲉⲛⲏⲥ	N	ⲗⲟⲅⲟⲅⲉⲛⲏⲥ
ⲗⲟⲅⲟⲅⲣⲁⲫⲟⲥ	N	ⲗⲟⲅⲟⲅⲣⲁⲫⲟⲥ
ⲗⲟⲅⲟⲥ	N	ⲗⲟⲅⲟⲥ
ⲗⲟⲅⲭⲏ	N	ⲗⲟⲅⲭⲏ
ⲗⲟⲅⲭⲓⲍⲉ	V	ⲗⲟⲅⲭⲓⲍⲉ
ⲗⲟⲓⲙⲟⲥ	N	ⲗⲟⲓⲙⲟⲥ
ⲗⲟⲓⲡⲁⲥ	N	ⲗⲟⲓⲡⲁⲥ
ⲗⲟⲓⲡⲟⲛ	CONJ	ⲗⲟⲓⲡⲟⲛ
ⲗⲟⲕ	N	ⲗⲟⲕ
ⲗⲟⲕⲉⲙ	VSTAT	ⲗⲟⲕⲉⲙ
ⲗⲟⲗ	N	ⲗⲟⲗ
ⲗⲟⲙ	N	ⲗⲟⲙ
ⲗⲟⲙⲥ	VSTAT	ⲗⲟⲙⲥ
ⲗⲟⲝ	V	ⲗⲟⲩⲝ
ⲗⲟⲝ	VSTAT	ⲗⲟⲩⲝ
ⲗⲟⲡϣ	VSTAT	ⲗⲱⲃϣ
ⲗⲟⲣⲟⲥ	N	ⲗⲟⲣⲟⲥ
ⲗⲟⲩⲕ	N	ⲗⲟⲩⲕ
ⲗⲟⲩⲕⲓⲁⲛⲟⲥ	NPROP	ⲗⲟⲩⲕⲓⲁⲛⲟⲥ
ⲗⲟⲩⲕⲟϫⲓ	N	ⲗⲟⲩⲕⲟϫⲓ
ⲗⲟⲩⲗⲁⲓ	V	ⲗⲟⲩⲗⲁⲓ
ⲗⲟⲩⲗⲱⲟⲩ	VSTAT	ϩⲗⲟⲩⲗⲱⲟⲩ
ⲗⲟⲩⲝ	V	ⲗⲟⲩⲝ
ⲗⲟⲩⲡⲁⲥ	N	ⲗⲟⲩⲡⲁⲥ
ⲗⲟⲩⲥⲓⲙⲟⲛ	N	ⲗⲟⲩⲥⲓⲙⲟⲛ
ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ	ADV	ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ
ⲗⲩⲙⲏⲛ	N	ⲗⲩⲙⲏⲛ
ⲗⲩⲡⲉⲓ	N	ⲗⲩⲡⲉⲓ
ⲗⲩⲡⲉⲓ	V	ⲗⲩⲡⲉⲓ
ⲗⲩⲡⲏ	N	ⲗⲩⲡⲏ
ⲗⲩⲡⲏ	V	ⲗⲩⲡⲏ
ⲗⲩⲥⲧⲏⲥ	N	ⲗⲏⲥⲧⲏⲥ
ⲗⲩⲭⲛⲉⲓⲁ	N	ⲗⲩⲭⲛⲉⲓⲁ
ⲗⲩⲭⲛⲓⲁ	N	ⲗⲩⲭⲛⲓⲁ
ⲗⲭⲩⲛⲓⲕⲟⲛ	N	ⲗⲭⲩⲛⲓⲕⲟⲛ
ⲗⲱϣϫ	V	ⲗⲱϣϫ
ⲗⲱϥ	V	ⲗⲱϥ
ⲗⲱϧⲉⲙ	V	ⲗⲱϧⲉⲙ
ⲗⲱϫ	V	ⲗⲱϫ
ⲗⲱϫϩ	V	ⲗⲱϫϩ
ⲗⲱϫⲓ	V	ⲗⲱϫⲓ
ⲗⲱⲃϣ	N	ⲗⲱⲃϣ
ⲗⲱⲃϣ	V	ⲗⲱⲃϣ
ⲗⲱⲓϩⲓ	N	ⲗⲱⲓϩⲓ
ⲗⲱⲓϫⲓ	N	ⲗⲱⲓϫⲓ
ⲗⲱⲓⲗⲓ	V	ϩⲗⲱⲓⲗⲓ
ⲗⲱⲓⲙⲓ	N	ⲗⲟⲙ
ⲗⲱⲕ	V	ⲗⲱⲕ
ⲗⲱⲙ	N	ⲗⲟⲙ
ⲗⲱⲙ	V	ⲗⲱⲙ
ⲗⲱⲙⲓ	N	ⲗⲟⲙ
ⲗⲱⲟⲩ	N	ⲗⲱⲟⲩ
ⲗⲱⲥ	V	ⲗⲱⲥ
ⲗⲱⲧ	NPROP	ⲗⲱⲧ
ⲗⲱⲧⲉⲝ	N	ⲗⲱⲧⲉⲝ
ⲙ	NUM	ⲙ
ⲙ	PREP	ⲛ
ⲙϣⲁ	V	ⲙⲡϣⲁ
ⲙϣⲓϣ	N	ⲙϣⲓϣ
ⲙϣⲓⲣ	N	ⲙϣⲓⲣ
ⲙϩⲁⲩ	N	ⲙϩⲁⲩ
ⲙϩⲟⲧ	N	ⲙϩⲟⲧ
ⲙϫⲁϩⲧ	N	ⲙϫⲁϩⲧ
ⲙϫⲁⲧϩ	N	ⲙϫⲁϩⲧ
ⲙϫⲟⲩⲗ	N	ⲙϫⲱⲗ
ⲙϫⲱⲗ	N	ⲙϫⲱⲗ
ⲙⲁ	N	ⲙⲁ
ⲙⲁ	VIMP	ϯ
ⲙⲁϣ	V	ⲙⲓϣⲓ
ⲙⲁϣϫ	N	ⲙⲁϣϫ
ⲙⲁϣⲉ	V	ϣⲉ
ⲙⲁϣⲉ	VIMP	ϣⲉ
ⲙⲁϣⲉⲣⲧ	N	ⲙⲁϣⲉⲣⲧ
ⲙⲁϣⲑⲱϯ	N	ⲙⲁϣⲑⲱϯ
ⲙⲁϣⲓ	N	ⲙⲁϣⲓ
ⲙⲁϣⲓ	N	ⲙⲁϫⲓ
ⲙⲁϣⲓ	VSTAT	ⲙⲓϣⲓ
ⲙⲁϣⲧ	V	ⲙⲟⲩϣⲧ
ⲙⲁϣⲱ	ADV	ⲙⲁϣⲱ
ⲙⲁϧⲓ	V	ⲙⲁϧⲓ
ⲙⲁϧⲟⲩⲗ	N	ⲙⲁϧⲟⲩⲗ
ⲙⲁϧⲧ	N	ⲙⲁϧⲧ
ⲙⲁϩ	V	ⲙⲟϩ
ⲙⲁϩⲓ	N	ⲙⲁϩⲓ
ⲙⲁϩⲣⲟ	N	ⲙⲁϩⲣⲟ
ⲙⲁϩⲥⲟⲗ	N	ⲙⲁϩⲥⲟⲗ
ⲙⲁϩⲥⲱⲗ	N	ⲙⲁϩⲥⲟⲗ
ⲙⲁϫⲓ	N	ⲙⲁϫⲓ
ⲙⲁϯ	N	ⲙⲁϯ
ⲙⲁϯ	V	ⲙⲁϯ
ⲙⲁⲅⲁⲛⲟⲛ	N	ⲙⲁⲅⲁⲛⲟⲛ
ⲙⲁⲅⲇⲁⲗⲏⲛⲏ	NPROP	ⲙⲁⲅⲇⲁⲗⲏⲛⲏ
ⲙⲁⲅⲉⲓⲁ	N	ⲙⲁⲅⲉⲓⲁ
ⲙⲁⲅⲉⲓⲣⲟⲥ	N	ⲙⲁⲅⲉⲓⲣⲟⲥ
ⲙⲁⲅⲓⲣⲟⲥ	N	ⲙⲁⲅⲓⲣⲟⲥ
ⲙⲁⲅⲟⲥ	N	ⲙⲁⲅⲟⲥ
ⲙⲁⲅⲟⲩⲥⲁⲓⲟⲥ	N	ⲙⲁⲅⲟⲩⲥⲁⲓⲟⲥ
ⲙⲁⲏ	N	ⲙⲁⲓⲏ
ⲙⲁⲑⲁⲓⲟⲥ	N	ⲙⲁⲑⲁⲓⲟⲥ
ⲙⲁⲑⲏⲧⲉⲩⲉ	V	ⲙⲁⲑⲏⲧⲉⲩⲉ
ⲙⲁⲑⲏⲧⲏⲥ	N	ⲙⲁⲑⲏⲧⲏⲥ
ⲙⲁⲑⲟⲩⲓ	N	ⲙⲁⲑⲟⲩⲓ
ⲙⲁⲓ	N	ⲙⲁ
ⲙⲁⲓ	V	ⲑⲙⲁⲓⲟ
ⲙⲁⲓ	V	ⲙⲉⲓ
ⲙⲁⲓⲏ	N	ⲙⲁⲓⲏ
ⲙⲁⲓⲟ	V	ⲑⲙⲁⲓⲟ
ⲙⲁⲕⲁⲣⲓⲁ	N	ⲙⲁⲕⲁⲣⲓⲁ
ⲙⲁⲕⲁⲣⲓⲍⲉ	V	ⲙⲁⲕⲁⲣⲓⲍⲉ
ⲙⲁⲕⲁⲣⲓⲟⲛ	N	ⲙⲁⲕⲁⲣⲓⲟⲛ
ⲙⲁⲕⲁⲣⲓⲟⲥ	N	ⲙⲁⲕⲁⲣⲓⲟⲥ
ⲙⲁⲕⲁⲣⲓⲟⲧⲏⲥ	N	ⲙⲁⲕⲁⲣⲓⲟⲧⲏⲥ
ⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ	N	ⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ
ⲙⲁⲕⲉⲇⲟⲛⲓⲁ	NPROP	ⲙⲁⲕⲉⲇⲟⲛⲓⲁ
ⲙⲁⲕⲉⲗⲗⲟⲥ	N	ⲙⲁⲕⲉⲗⲗⲟⲥ
ⲙⲁⲕⲓⲥ	N	ⲙⲁⲕⲓⲥ
ⲙⲁⲕⲣⲟ	N	ⲙⲁⲕⲣⲟ
ⲙⲁⲗⲁⲕⲟⲥ	N	ⲙⲁⲗⲁⲕⲟⲥ
ⲙⲁⲗⲓⲥⲧⲁ	ADV	ⲙⲁⲗⲓⲥⲧⲁ
ⲙⲁⲗⲗⲟⲛ	ADV	ⲙⲁⲗⲗⲟⲛ
ⲙⲁⲙⲣⲉϩ	N	ⲙⲁⲙⲣⲉϩ
ⲙⲁⲙⲱⲛⲁⲥ	N	ⲙⲁⲙⲱⲛⲁⲥ
ⲙⲁⲛ	N	ⲙⲁⲛ
ⲙⲁⲛϭⲁⲗⲉ	N	ⲙⲁⲛϭⲁⲗⲉ
ⲙⲁⲛⲅⲁⲛⲟⲛ	N	ⲙⲁⲛⲅⲁⲛⲟⲛ
ⲙⲁⲛⲓⲁ	N	ⲙⲁⲛⲓⲁ
ⲙⲁⲛⲓⲁⲕⲏⲥ	N	ⲙⲁⲛⲓⲁⲕⲏⲥ
ⲙⲁⲛⲕ	VSTAT	ⲙⲟⲩⲛⲕ
ⲙⲁⲛⲕⲟⲩ	N	ⲙⲁⲛⲕⲟⲩ
ⲙⲁⲛⲙⲟⲛ	N	ⲙⲁⲛⲙⲟⲛ
ⲙⲁⲛⲟⲩ	V	ⲙⲟⲛⲓ
ⲙⲁⲛⲟⲩⲟⲩ	V	ⲙⲟⲛⲓ
ⲙⲁⲛⲧⲁⲕⲏ	N	ⲙⲁⲛⲧⲁⲕⲏ
ⲙⲁⲡⲡⲁ	N	ⲙⲁⲡⲡⲁ
ⲙⲁⲣⲅⲁⲣⲓⲧⲏⲥ	N	ⲙⲁⲣⲅⲁⲣⲓⲧⲏⲥ
ⲙⲁⲣⲉ	AJUS	ⲙⲁⲣⲉ
ⲙⲁⲣⲑⲁ	NPROP	ⲙⲁⲣⲑⲁ
ⲙⲁⲣⲓϩⲁⲙ	NPROP	ⲙⲁⲣⲓϩⲁⲙ
ⲙⲁⲣⲓⲁ	NPROP	ⲙⲁⲣⲓⲁ
ⲙⲁⲣⲓⲥ	N	ⲙⲁⲩⲣⲉⲥ
ⲙⲁⲣⲟ	VBD	ⲙⲁⲣⲟ
ⲙⲁⲣⲧⲉⲣⲓⲍⲉ	V	ⲙⲁⲣⲧⲉⲣⲓⲍⲉ
ⲙⲁⲣⲧⲩⲣⲓⲁ	N	ⲙⲁⲣⲧⲩⲣⲓⲁ
ⲙⲁⲣⲧⲩⲣⲓⲕⲟⲛ	N	ⲙⲁⲣⲧⲩⲣⲓⲕⲟⲛ
ⲙⲁⲣⲧⲩⲣⲓⲛ	V	ⲙⲁⲣⲧⲩⲣⲓⲛ
ⲙⲁⲣⲧⲩⲣⲓⲟⲛ	N	ⲙⲁⲣⲧⲩⲣⲓⲟⲛ
ⲙⲁⲣⲧⲩⲣⲟⲗⲟⲅⲓⲟⲛ	N	ⲙⲁⲣⲧⲩⲣⲟⲗⲟⲅⲓⲟⲛ
ⲙⲁⲣⲧⲩⲣⲟⲥ	N	ⲙⲁⲣⲧⲩⲣⲟⲥ
ⲙⲁⲣⲧⲩⲥ	N	ⲙⲁⲣⲧⲩⲥ
ⲙⲁⲥ	N	ⲙⲁⲥ
ⲙⲁⲥ	V	ⲙⲓⲥⲓ
ⲙⲁⲥ	VSTAT	ⲙⲓⲥⲓ
ⲙⲁⲥϯⲭⲉ	N	ⲙⲁⲥϯⲭⲉ
ⲙⲁⲥⲟⲩⲣ	N	ⲙⲁⲥⲟⲩⲣ
ⲙⲁⲥⲧⲉ	V	ⲙⲟⲥϯ
ⲙⲁⲥⲧⲏⲝ	N	ⲙⲁⲥⲧⲏⲝ
ⲙⲁⲥⲧⲓⲅⲝ	N	ⲙⲁⲥⲧⲓⲅⲝ
ⲙⲁⲥⲧⲓⲅⲟⲩ	N	ⲙⲁⲥⲧⲓⲅⲟⲩ
ⲙⲁⲥⲧⲓⲅⲟⲩ	V	ⲙⲁⲥⲧⲓⲅⲟⲩ
ⲙⲁⲥⲧⲓⲕⲟⲥ	N	ⲙⲁⲥⲧⲓⲕⲟⲥ
ⲙⲁⲧⲁⲙⲉ	VIMP	ⲙⲁⲧⲁⲙⲟ
ⲙⲁⲧⲉⲣ	N	ⲙⲁⲧⲉⲣ
ⲙⲁⲧⲑⲉⲟⲥ	NPROP	ⲙⲁⲧⲑⲉⲟⲥ
ⲙⲁⲧⲟⲓ	N	ⲙⲁⲧⲟⲓ
ⲙⲁⲧⲟⲩⲃⲟ	VIMP	ⲙⲁⲧⲟⲩⲃⲟ
ⲙⲁⲧⲣⲱⲛⲁ	N	ⲙⲁⲧⲣⲱⲛⲁ
ⲙⲁⲩ	N	ⲙⲁⲩ
ⲙⲁⲩⲗⲓⲍⲉ	V	ⲙⲁⲩⲗⲓⲍⲉ
ⲙⲁⲩⲣⲉⲥ	N	ⲙⲁⲩⲣⲉⲥ
ⲙⲁⲩⲣⲏⲥ	N	ⲙⲁⲩⲣⲉⲥ
ⲙⲃⲁⲓ	N	ⲙⲃⲁⲓ
ⲙⲃⲟⲛ	N	ⲙⲃⲟⲛ
ⲙⲃⲟⲛ	V	ⲙⲃⲟⲛ
ⲙⲃⲣⲁⲓ	N	ⲃⲣⲁⲓ
ⲙⲃⲣⲉϩⲓ	N	ⲉⲙⲣⲉϩⲓ
ⲙⲃⲣⲉϩⲓ	N	ⲙⲃⲣⲉϩⲓ
ⲙⲉϣϣⲱⲧ	N	ⲙⲉϣϣⲱⲧ
ⲙⲉϣⲑⲓⲃⲥ	N	ⲙⲉϣⲑⲓⲃⲥ
ⲙⲉϣⲧ	V	ⲙⲟⲩϣⲧ
ⲙⲉϣⲫⲱⲛⲓ	N	ⲙⲉϣⲫⲱⲛⲓ
ⲙⲉϩ	VSTAT	ⲙⲟϩ
ⲙⲉϩⲓ	N	ⲙⲉϩⲓ
ⲙⲉϩⲙⲟⲩϩⲉ	N	ⲙⲉϩⲙⲟⲩϩⲉ
ⲙⲉϩⲙⲟⲩϩⲓ	N	ⲙⲉϩⲙⲟⲩϩⲉ
ⲙⲉϭⲧⲱⲗ	N	ⲙⲉϭⲧⲱⲗ
ⲙⲉⲅⲉⲑⲟⲥ	N	ⲙⲉⲅⲉⲑⲟⲥ
ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ	N	ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ
ⲙⲉⲑⲁⲓⲟ	N	ⲙⲉⲑⲁⲓⲟ
ⲙⲉⲑⲣⲉ	N	ⲙⲉⲑⲣⲉ
ⲙⲉⲑⲣⲉⲩ	N	ⲙⲉⲑⲣⲉ
ⲙⲉⲓ	N	ⲙⲉⲓ
ⲙⲉⲓ	V	ⲙⲉⲓ
ⲙⲉⲓϣ	V	ⲙⲓϣⲓ
ⲙⲉⲓⲗⲓⲟⲛ	N	ⲙⲓⲗⲓⲟⲛ
ⲙⲉⲕⲙⲉⲕ	V	ⲙⲟⲕⲙⲉⲕ
ⲙⲉⲕⲙⲟⲩⲕ	V	ⲙⲟⲕⲙⲉⲕ
ⲙⲉⲗⲁⲛ	N	ⲙⲉⲗⲁⲛ
ⲙⲉⲗⲉⲓ	V	ⲙⲉⲗⲉⲓ
ⲙⲉⲗⲉⲧⲁ	V	ⲙⲉⲗⲉⲧⲁ
ⲙⲉⲗⲉⲧⲏ	N	ⲙⲉⲗⲉⲧⲏ
ⲙⲉⲗⲉⲧⲏⲥⲓⲥ	N	ⲙⲉⲗⲉⲧⲏⲥⲓⲥ
ⲙⲉⲗⲓ	V	ⲙⲉⲗⲓ
ⲙⲉⲗⲟⲅⲣⲁⲫⲟⲥ	N	ⲙⲉⲗⲟⲅⲣⲁⲫⲟⲥ
ⲙⲉⲗⲟⲥ	N	ⲙⲉⲗⲟⲥ
ⲙⲉⲗⲱⲧ	N	ⲙⲉⲗⲱⲧ
ⲙⲉⲙⲫⲓ	V	ⲙⲉⲙⲫⲓ
ⲙⲉⲛ	PTC	ⲙⲉⲛ
ⲙⲉⲛⲉⲛⲥⲁ	PREP	ⲙⲉⲛⲉⲛⲥⲁ
ⲙⲉⲛⲉⲛⲥⲱ	PREP	ⲙⲉⲛⲉⲛⲥⲁ
ⲙⲉⲛⲉⲩⲉ	V	ⲙⲉⲛⲉⲩⲉ
ⲙⲉⲛⲕ	V	ⲙⲟⲩⲛⲕ
ⲙⲉⲛⲛⲏⲧ	V	ⲙⲟⲛⲓ
ⲙⲉⲛⲣⲉ	V	ⲙⲉⲓ
ⲙⲉⲛⲣⲓⲧ	N	ⲙⲉⲛⲣⲓⲧ
ⲙⲉⲛⲣⲓⲧ	V	ⲙⲉⲓ
ⲙⲉⲛⲧ	N	ⲙⲉⲛⲧ
ⲙⲉⲛⲧ-ϩⲏⲙⲉⲣⲟⲥ	N	ⲙⲉⲛⲧ-ϩⲏⲙⲉⲣⲟⲥ
ⲙⲉⲛⲧⲟⲓ	PTC	ⲙⲉⲛⲧⲟⲓ
ⲙⲉⲛⲧⲟⲓⲅⲉ	CONJ	ⲙⲉⲛⲧⲟⲓⲅⲉ
ⲙⲉⲣ	V	ⲙⲟⲩⲣ
ⲙⲉⲣ	VSTAT	ⲙⲟⲩⲣ
ⲙⲉⲣⲁⲛ	N	ⲙⲉⲣⲁⲛ
ⲙⲉⲣⲉϩ	N	ⲙⲉⲣⲉϩ
ⲙⲉⲣⲓ	N	ⲙⲉⲣⲓ
ⲙⲉⲣⲓⲍⲉ	V	ⲙⲉⲣⲓⲍⲉ
ⲙⲉⲣⲓⲕⲟⲥ	N	ⲙⲉⲣⲓⲕⲟⲥ
ⲙⲉⲣⲓⲥ	N	ⲙⲉⲣⲓⲥ
ⲙⲉⲣⲓⲥⲙⲟⲥ	N	ⲙⲉⲣⲓⲥⲙⲟⲥ
ⲙⲉⲣⲟⲥ	N	ⲙⲉⲣⲟⲥ
ⲙⲉⲣⲟⲩⲥ	FM	ⲙⲉⲣⲟⲩⲥ
ⲙⲉⲣⲣⲉ	N	ⲙⲉⲣⲣⲉ
ⲙⲉⲣⲱϥ	N	ⲙⲉⲣⲱϥ
ⲙⲉⲥ	V	ⲙⲓⲥⲓ
ⲙⲉⲥⲏⲙⲃⲣⲓⲁ	N	ⲙⲉⲥⲏⲙⲃⲣⲓⲁ
ⲙⲉⲥⲓⲧⲏⲥ	N	ⲙⲉⲥⲓⲧⲏⲥ
ⲙⲉⲥⲟⲧⲏⲥ	N	ⲙⲉⲥⲟⲧⲏⲥ
ⲙⲉⲥⲟⲩⲁⲫⲓ	N	ⲙⲉⲥⲟⲩⲁⲫⲓ
ⲙⲉⲥⲧⲉ	V	ⲙⲟⲥϯ
ⲙⲉⲥⲧⲉⲛϩⲏⲧ	N	ⲙⲉⲥⲧⲉⲛϩⲏⲧ
ⲙⲉⲥⲧⲱ	V	ⲙⲟⲥϯ
ⲙⲉⲧϣⲫⲱⲛⲓ	N	ⲙⲉϣⲫⲱⲛⲓ
ⲙⲉⲧⲁ	PREP	ⲙⲉⲧⲁ
ⲙⲉⲧⲁⲃⲟⲗⲏ	N	ⲙⲉⲧⲁⲃⲟⲗⲏ
ⲙⲉⲧⲁⲅⲅⲓⲥⲙⲟⲥ	N	ⲙⲉⲧⲁⲅⲅⲓⲥⲙⲟⲥ
ⲙⲉⲧⲁⲓⲱ	N	ⲙⲉⲑⲁⲓⲟ
ⲙⲉⲧⲁⲗⲗⲟⲛ	N	ⲙⲉⲧⲁⲗⲗⲟⲛ
ⲙⲉⲧⲁⲛⲟⲉⲓ	V	ⲙⲉⲧⲁⲛⲟⲉⲓ
ⲙⲉⲧⲁⲛⲟⲉⲓⲛ	N	ⲙⲉⲧⲁⲛⲟⲉⲓⲛ
ⲙⲉⲧⲁⲛⲟⲓ	V	ⲙⲉⲧⲁⲛⲟⲉⲓ
ⲙⲉⲧⲁⲛⲟⲓⲁ	N	ⲙⲉⲧⲁⲛⲟⲓⲁ
ⲙⲉⲧⲉⲭⲉ	V	ⲙⲉⲧⲉⲭⲉ
ⲙⲉⲧⲕⲟⲩϫⲓ	N	ⲙⲉⲧⲕⲟⲩϫⲓ
ⲙⲉⲧⲙⲉⲑⲣⲉ	V	ⲙⲉⲧⲙⲉⲑⲣⲉ
ⲙⲉⲧⲟⲩⲣⲟ	N	ⲙⲉⲧⲟⲩⲣⲟ
ⲙⲉⲧⲟⲭⲟⲥ	N	ⲙⲉⲧⲟⲭⲟⲥ
ⲙⲉⲧⲣⲁⲙⲁⲟ	N	ⲙⲉⲧⲣⲁⲙⲁⲟ
ⲙⲉⲧⲣⲉⲙⲣⲁⲩϣ	N	ⲙⲉⲧⲣⲉⲙⲣⲁⲩϣ
ⲙⲉⲧⲣⲏⲧⲏⲥ	N	ⲙⲉⲧⲣⲏⲧⲏⲥ
ⲙⲉⲧⲣⲟⲛ	N	ⲙⲉⲧⲣⲟⲛ
ⲙⲉⲧⲣⲱⲙⲓ	N	ⲙⲉⲧⲣⲱⲙⲓ
ⲙⲉⲧⲥⲟⲃⲓ	N	ⲉⲙⲥⲟⲃⲓ
ⲙⲉⲩⲓ	V	ⲙⲉⲩⲓ
ⲙⲉⲭⲓⲣ	N	ⲙϣⲓⲣ
ⲙⲉⲭⲣⲓ	PREP	ⲙⲉⲭⲣⲓ
ⲙⲏ	N	ⲙⲏ
ⲙⲏϣ	N	ⲙⲏϣ
ⲙⲏϯ	N	ⲙⲏϯ
ⲙⲏⲃⲣⲁⲛⲟⲛ	N	ⲙⲏⲃⲣⲁⲛⲟⲛ
ⲙⲏⲇⲟⲥ	N	ⲙⲏⲇⲟⲥ
ⲙⲏⲓ	N	ⲙⲉⲓ
ⲙⲏⲓ	V	ⲙⲉⲓ
ⲙⲏⲓ	VIMP	ϯ
ⲙⲏⲓⲛⲓ	N	ⲙⲏⲓⲛⲓ
ⲙⲏⲓⲧ	VIMP	ϯ
ⲙⲏⲛ	VSTAT	ⲙⲟⲩⲛ
ⲙⲏⲛⲓ	ADV	ⲙⲏⲛⲓ
ⲙⲏⲟⲗⲟⲛ	N	ⲙⲓⲟⲗⲱⲛ
ⲙⲏⲡⲟⲧⲉ	CONJ	ⲙⲏⲡⲟⲧⲉ
ⲙⲏⲡⲱⲥ	ADV	ⲙⲏⲡⲱⲥ
ⲙⲏⲡⲱⲥ	CONJ	ⲙⲏⲡⲱⲥ
ⲙⲏⲡⲱⲥ	N	ⲙⲏⲡⲱⲥ
ⲙⲏⲣ	N	ⲙⲏⲣ
ⲙⲏⲣ	VSTAT	ⲙⲟⲩⲣ
ⲙⲏⲣⲁⲛ	N	ⲙⲉⲣⲁⲛ
ⲙⲏⲣⲟⲥ	N	ⲙⲏⲣⲟⲥ
ⲙⲏⲥⲧⲏⲣⲓⲟⲛ	N	ⲙⲏⲥⲧⲏⲣⲓⲟⲛ
ⲙⲏⲧⲓ	CONJ	ⲙⲏⲧⲓ
ⲙⲏⲧⲣⲁ	N	ⲙⲏⲧⲣⲁ
ⲙⲏⲧⲣⲟⲡⲁⲧⲱⲣ	N	ⲙⲏⲧⲣⲟⲡⲁⲧⲱⲣ
ⲙⲏⲧⲣⲟⲡⲟⲗⲓⲥ	N	ⲙⲏⲧⲣⲟⲡⲟⲗⲓⲥ
ⲙⲏⲭⲁⲛⲏ	N	ⲙⲏⲭⲁⲛⲏ
ⲙⲑⲟ	N	ⲙⲑⲟ
ⲙⲓϣⲓ	V	ⲙⲓϣⲓ
ⲙⲓⲁⲕⲏⲥ	N	ⲙⲓⲁⲕⲏⲥ
ⲙⲓⲗⲓⲟⲛ	N	ⲙⲓⲗⲓⲟⲛ
ⲙⲓⲛⲓ	N	ⲙⲓⲛⲓ
ⲙⲓⲟ	V	ⲙⲓⲟ
ⲙⲓⲟⲕ	V	ⲙⲓⲟ
ⲙⲓⲟⲗⲟⲛ	N	ⲙⲓⲟⲗⲱⲛ
ⲙⲓⲟⲗⲱⲛ	N	ⲙⲓⲟⲗⲱⲛ
ⲙⲓⲥⲑⲱⲥⲓⲥ	N	ⲙⲓⲥⲑⲱⲥⲓⲥ
ⲙⲓⲥⲑⲱⲧⲏⲥ	N	ⲙⲓⲥⲑⲱⲧⲏⲥ
ⲙⲓⲥⲓ	V	ⲙⲓⲥⲓ
ⲙⲓⲧ	N	ⲙⲓⲧ
ⲙⲓⲧⲁⲧⲱⲣ	N	ⲙⲓⲧⲁⲧⲱⲣ
ⲙⲓⲧⲣⲁ	N	ⲙⲓⲧⲣⲁ
ⲙⲓⲧⲱⲟⲩⲓ	N	ⲙⲱⲓⲧ
ⲙⲓⲭⲁⲏⲗ	NPROP	ⲙⲓⲭⲁⲏⲗ
ⲙⲓⲱⲟⲩ	V	ⲙⲓⲟ
ⲙⲓⲱⲧⲉⲛ	V	ⲙⲓⲟ
ⲙⲕⲁϩ	N	ⲙⲕⲁϩ
ⲙⲕⲁϩ	V	ⲙⲕⲁϩ
ⲙⲗⲁϧ	V	ⲙⲗⲁϧ
ⲙⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
ⲙⲙⲁⲩⲁ	IMOD	ⲙⲙⲁⲩⲁ
ⲙⲙⲓⲛⲙⲙⲟ	IMOD	ⲙⲙⲓⲛⲙⲙⲟ
ⲙⲙⲟ	PREP	ⲛ
ⲙⲙⲟⲛ	EXIST	ⲙⲙⲟⲛ
ⲙⲙⲟⲛ	NEG	ⲙⲙⲟⲛ
ⲙⲙⲟⲛ	PTC	ⲙⲙⲟⲛ
ⲙⲙⲟⲛ	V	ⲙⲙⲟⲛ
ⲙⲙⲟⲛⲧ	V	ⲙⲙⲟⲛ
ⲙⲙⲟⲛⲧⲁ	V	ⲙⲙⲟⲛ
ⲙⲙⲟⲛⲧⲉ	EXIST	ⲙⲙⲟⲛⲧⲉ
ⲙⲙⲱ	PREP	ⲛ
ⲙⲛⲁ	V	ⲙⲛⲁⲣⲉ
ⲙⲛⲁⲓ	ADV	ⲙⲛⲁⲓ
ⲙⲛⲁⲣⲉ	V	ⲙⲛⲁⲣⲉ
ⲙⲛⲏ	ADV	ⲙⲛⲏ
ⲙⲛⲏⲙⲏ	N	ⲙⲛⲏⲙⲏ
ⲙⲛⲟϯ	N	ⲙⲛⲟⲧ
ⲙⲛⲟⲧ	N	ⲙⲛⲟⲧ
ⲙⲛⲟⲧ	N	ⲙⲛⲟⲩⲧ
